orgnr,navn,orgform,ansatte,naeringskode,adresse,postnr,poststed,telefon,hjemmeside,antallUnderenheter
"935333113","EILERTSEN SYKKELVERKSTED","ENK","","Detaljhandel med sportsvarer","Moldelivegen 94","6413","MOLDE","","","1"
"989550136","EILIN MIDTBØ","ENK","","Skapende kunstnerisk virksomhet innenfor visuell kunst","Fjellbruvegen 17","6415","MOLDE","","","1"
"932589338","EIM INVEST AS","AS","","Drift av restauranter","Amtmann Leths gate 26","6413","MOLDE","","","0"
"918521291","EINAR HANSEN AS","AS","","Detaljhandel med ur, klokker og smykker","Øivinds veg 2B","6429","MOLDE","","","1"
"956932475","EINAR O BERG","ENK","","Utleie av egen eller leid fast eiendom","Nøisomhed Fannestrandvegen 125","6419","MOLDE","","","0"
"918497986","EINAR SOLHJELL REP & SERVICE","ENK","","Grunnarbeid","Stubøvegen 245","6460","EIDSVÅG I ROMSDAL","","","1"
"979206399","EIRA GJESTEGÅRD AS","AS","","Drift av hoteller","Torhusvegen 63","6470","ERESFJORD","71 23 51 54","","1"
"991806857","EIRAWATER AS","AS","23","Produksjon av leskedrikker og flaskevann","Naustevegen 123","6470","ERESFJORD","","www.eirawater.com","1"
"923481435","EIRIK AKSDAL","ENK","","Allmennlegetjenester","Nordskogvegen 6C","6412","MOLDE","","","0"
"812390562","EIRIK SILDNES","ENK","","Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk","Fagerlivegen 47C","6414","MOLDE","","","0"
"921307349","EIRIK STORHOLT","ENK","","Allmennlegetjenester","Nordskogvegen 4B","6412","MOLDE","","","1"
"834334232","EIRIK SYVERSEN FOTO","ENK","","Fotografvirksomhet","Fannestrandvegen 92","6419","MOLDE","","","1"
"990888299","EIRIK ÅFLØYDAL","ENK","","Skogskjøtsel og andre skogbruksaktiviteter","Åfløydalen Åfløyvegen 135","6453","KLEIVE","","","1"
"935362660","EIVIND GAUTVIK HOLDING AS","AS","","Uoppgitt","Storgata 49","6413","MOLDE","","","1"
"918162127","EIVIND GURIGARD","ENK","","Godstransport på vei","Rypevegen 15","6415","MOLDE","","","1"
"935382203","EIVIND LANGE HOLDING AS","AS","","Uoppgitt","Notvollvegen 8","6456","SKÅLA","","","1"
"911563924","EIVIND LILLEÅS","ENK","","Allmennlegetjenester","Blomstervegen 9","6412","MOLDE","","","0"
"990974659","EIVIND WANG","ENK","","Undervisning innenfor idrett og rekreasjon","Anevegen 2J","6410","MOLDE","","","0"
"986281568","EKKO 1000 AS","AS","","Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","c/o Per Inge Gammelsæter Ekko 1000 AS Thiisløypa 4","6414","MOLDE","","","0"
"934260929","EKREN DRIFTSPARTNER","ENK","","Reparasjon og vedlikehold av maskiner","Nygjerdesvingen 20","6421","MOLDE","","","1"
"927025973","EKROLL HOLDING AS","AS","","Uoppgitt","Frænavegen 66A","6415","MOLDE","","","0"
"936385850","EL ASRI PLAYER DEVELOPMENT SK","ENK","","Undervisning innenfor idrett og rekreasjon","Sørnesjevegen 37","6456","SKÅLA","","","1"
"921317867","EL-VA AS","AS","","Kjøp og salg av egen fast eiendom","Stormyrvegen 2","6475","MIDSUND","","","1"
"977193028","ELDAR JAN MYKLEBUST INNGÅR I DØDSBO","ENK","","Kombinert husdyrhold og planteproduksjon","Øvre Istad veg 51","6453","KLEIVE","","","1"
"980424901","ELDENDALE AS","AS","","Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk","Sollivegen 2A","6414","MOLDE","95 28 59 66","","0"
"983597335","ELECTRO AUTOMATION AS","AS","","Utleie av egen eller leid fast eiendom","Hjellmyrnakken 14","6429","MOLDE","71 21 22 90","","1"
"912259072","ELEGIT AS","AS","","Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer","Torget 1","6413","MOLDE","71 24 85 00","www.elegit.no","1"
"991401393","ELEKTRIKERTJENESTER RISNES","ENK","","Elektrisk installasjonsarbeid","Kreklingbakken 26","6429","MOLDE","","","0"
"936635237","ELEKTROLYSE VIKTORIIA KABATSKA","ENK","","Skjønnhetspleie","Tiurvegen 1","6416","MOLDE","","","1"
"921457014","ELFA AS","AS","","Utvikling og salg av byggeprosjekter","Øivinds veg 13","6429","MOLDE","","","0"
"921553579","ELIAS STORHAUG FOTO","ENK","","Fotografvirksomhet","Tranebærvegen 11","6429","MOLDE","","","1"
"994897381","ELIN GAUSTAD","ENK","","Skapende kunstnerisk virksomhet innenfor komposisjon av musikk","Ekornbakken 16","6425","MOLDE","","","0"
"931244248","ELINE GØNCZ","ENK","","Allmennlegetjenester","c/o Eline Gøncz Bjørnstjerne Bjørnsons veg 140","6410","MOLDE","","","1"
"979379455","ELINETT AS","AS","93","Distribusjon av elektrisitet","Plutovegen 5","6419","MOLDE","71 21 35 00","www.elinett.no","2"
"928131432","ELISABETH FISKE ASPHOL","ENK","","Tjenester tilknyttet husdyrhold","Istadvegen 657","6453","KLEIVE","","","1"
"929589467","ELISABETH HAGEN HELGESEN","ENK","","Undervisning innenfor idrett og rekreasjon","Adjunkt Dørums gate 22","6413","MOLDE","","","0"
"931978519","ELISABETH HAGSTRØM","ENK","","Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet","Mordalslia 16","6411","MOLDE","","","0"
"912375242","ELISABETH LUDWIG","ENK","","Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor scenekunst","Tømmervegen 2","6414","MOLDE","","","1"
"925863297","ELISABETH VESETH KRISTOFFERSEN","ENK","","Allmennlegetjenester","Kvernvegen 6","6416","MOLDE","","","1"
"892108242","ELISE FENSTAD","ENK","9","Andre sosialtjenester uten botilbud ellers","Orbakkvegen 29","6418","SEKKEN","","","1"
"984752768","ELITE ELECTRON AS","AS","","Engroshandel med informasjons- og kommunikasjonsteknologiutstyr","Retirovegen 2","6416","MOLDE","","","1"
"929815289","ELLE KOMPETANSE AS","AS","","Formidlingstjenester tilknyttet forretningsmessig tjenesteyting ikke nevnt annet sted","Margareta Dahls gate 3","6413","MOLDE","","","1"
"992699248","ELLEN UNDSETH","ENK","","Sauehold","Neråsvegen 70","6470","ERESFJORD","71 23 34 43","","1"
"889110562","ELLINA AS","AS","","Andre egeninvesteringsselskaper","Skolevegen 20","6410","MOLDE","71 25 71 14","","0"
"914062047","ELLINGSETER SOLUTIONS","ENK","","Kuldeanlegg-, varmepumpearbeid og installasjon av peiser","Uglevegen 20","6425","MOLDE","","www.ellingseter.no","0"
"981097890","ELLINGSGÅRD MONTERING Rune Ellingsgård","ENK","","Rørleggerarbeid","Steinløysvegen 37","6453","KLEIVE","","","1"
"979282362","ELMER EIENDOM AS","AS","","Eiendomsforvaltning på oppdrag","Storgata 54","6413","MOLDE","71 21 50 43","","1"
"984818203","ELNAN.NET","ENK","","Annen undervisning ellers","c/o Pål Elnan Fjellbruvegen 14","6415","MOLDE","","www.elnan.net","1"
"996847187","ELUTSTYR AS","AS","","Detaljhandel med informasjons- og kommunikasjonsteknologiutstyr","Moldegårdsvegen 5","6415","MOLDE","","www.elutstyr.no","1"
"991286705","ELVEGT 9-11 AS","AS","","Utleie av egen eller leid fast eiendom","c/o Planor Bolig AS Grandfjæra 28","6415","MOLDE","71 25 94 10","","1"
"935815355","ELVEHALLEN AS","AS","","Utleie av egen eller leid fast eiendom","Fannefjordsvegen 1035","6450","HJELSET","","","1"
"935096146","ELVSAASGÅRDEN HOLDING AS","AS","5","Utleie av egen eller leid fast eiendom","Storgata 9","6413","MOLDE","","","1"
"935498317","ELVSAASGÅRDEN NÆRING I AS","AS","","Utleie av egen eller leid fast eiendom","Mekvorpvegen 15","6411","MOLDE","","","1"
"935498325","ELVSAASGÅRDEN NÆRING II AS","AS","","Utleie av egen eller leid fast eiendom","Mekvorpvegen 15","6411","MOLDE","","","1"
"914547733","EMA HOLDING AS","AS","","Andre egeninvesteringsselskaper","Kåre Solhjells veg 4","6415","MOLDE","","","0"
"989169513","EMC INVEST AS","AS","","Utleie av egen eller leid fast eiendom","Årøsetervegen 30","6422","MOLDE","","","0"
"933386651","EMCAS AS","AS","22","Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","Gideonvegen 4","6412","MOLDE","","","1"
"932499118","EMILIE SIMMERSHOLM","ENK","","Detaljhandel med bredt vareutvalg ellers","Furulundbakken 1","6413","MOLDE","","","0"
"989213407","EMME EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Nøisomhed","6405","MOLDE","","","1"
"935019370","EMPATHEIA AS","AS","","Dataprogrammeringstjenester","c/o Håvard Berg Fjellbruvegen 51A","6429","MOLDE","","","1"
"919071923","EN3 MOLDE AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 125","6419","MOLDE","","","1"
"930211109","ENDRE KROHN HOLDING AS","AS","","Uoppgitt","v/ Endre August Krohn Øvre Årø 11","6421","MOLDE","","","0"
"983246230","ENDRE SKJØLBERG","ENK","","Allmennlegetjenester","Uranusvegen 4","6419","MOLDE","","","1"
"887664382","ENENVEGEN 2 A MOLDE AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 125","6419","MOLDE","71 20 22 00","","1"
"931478826","ENERGIMA MOLDE AS","AS","7","Ventilasjonsarbeid","Verftsgata 10","6416","MOLDE","","","1"
"822146252","ENGAGE BARSTEN","ENK","","Undervisning innenfor idrett og rekreasjon","Bjørnstjerne Bjørnsons veg 71","6412","MOLDE","","","1"
"928146081","ENGDAHL BYGG AS","AS","","Oppføring av bygninger","Fjellbruvegen 28","6429","MOLDE","","","1"
"923561404","ENGE HOLDING AS","AS","","Uoppgitt","c/o Arild Engeseth Fanneenga 7B","6423","MOLDE","","","0"
"928458091","ENITS AS","AS","","Uoppgitt","Enenvegen 10","6416","MOLDE","","","0"
"833814532","ENNAH AS","AS","","Barneverntjenester","Fannebakken 23","6423","MOLDE","","","1"
"934278771","ENTREPRENEUR SARA AARØE","ENK","","Reklamebyråvirksomhet","Mekvorpvegen 10","6411","MOLDE","","","1"
"996968286","ENVIRO LIVING AS","AS","","Agenturhandel med spesialisert vareutvalg ellers","Sjøvikvegen 67","6475","MIDSUND","","","1"
"976010728","EPO AS","AS","","Eiendomsforvaltning på oppdrag","Kråkholmvegen 8","6460","EIDSVÅG I ROMSDAL","71 23 24 78","","0"
"935303389","EQUINTURA INVEST AS","AS","","Uoppgitt","c/o Terje Vestad Mehmet Flovikhaugvegen 22","6456","SKÅLA","","","1"
"920591035","ERA GEO AS","AS","17","Annen teknisk konsulentvirksomhet","Enenvegen 2A","6416","MOLDE","","","1"
"920513859","ERA INVEST AS","AS","","Annen teknisk konsulentvirksomhet","Verftsgata 10","6416","MOLDE","","","0"
"919307412","ERDAL EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Birger Hatlebakks veg 22","6415","MOLDE","","","1"
"926614444","ERESFJORD BYGG V/FRODE NAUSTE","ENK","","Oppføring av bygninger","Siramoen 22","6470","ERESFJORD","","","1"
"986263853","ERESFJORD SPORT AS","AS","","Sportsaktiviteter ikke nevnt annet sted","Frisvollvegen 94","6470","ERESFJORD","","","1"
"929708873","ERIK CHARBELLET SKOG","ENK","","Avvirkning","Grasskaret 38","6429","MOLDE","","","1"
"969397382","ERIK HELDE","ENK","","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster","Frisvollvegen 59","6470","ERESFJORD","","","1"
"818535112","ERIK LANGELO ØKONOMI OG LOGISTIKK","ENK","","Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer","Bjørnstjerne Bjørnsons veg 17","6412","MOLDE","","","0"
"914430887","ERIKA KAVALI AS","AS","","Frisering og barbering","Storgata 54","6413","MOLDE","","","1"
"933995712","ERIKSEN DATA OG INNSIKT","ENK","","Dataprogrammeringstjenester","Anevegen 2E","6410","MOLDE","","","1"
"937539347","ERLANDSEN CONSULTING","ENK","","Bedriftsrådgivning og annen administrativ rådgivning","Isdamvegen 11","6456","SKÅLA","","","1"
"992951370","ERLEND HANSEN","ENK","","Elektrisk installasjonsarbeid","Fagerlivegen 50","6414","MOLDE","","","1"
"930902926","ERLEND LINDVÅG SOLEMDAL","ENK","","Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet","Måltrostvegen 17","6425","MOLDE","","","0"
"912583902","ERLING BERSÅS","ENK","","Grunnarbeid","Ljøsmyrvegen 11","6460","EIDSVÅG I ROMSDAL","","","1"
"989204254","ERMA INDUSTRIER AS","AS","","Andre egeninvesteringsselskaper","Fannestrandvegen 33","6415","MOLDE","71 21 85 63","","1"
"922734658","ERNES","ENK","","Sauehold","Naustevegen 147","6470","ERESFJORD","","","1"
"935253209","ERSTAD INSTRUKSJON","ENK","","Annen undervisning innenfor kultur","Krohnhøgda 14","6421","MOLDE","","","1"
"934284607","ERTVÅG LANDBRUK OG SKOG","ENK","","Avvirkning","Skjørsetervegen 177","6453","KLEIVE","","","1"
"913562577","ERWO AS","AS","","Kjøp og salg av egen fast eiendom","Torget 2","6413","MOLDE","","","0"
"916884125","ES-MA HOLDING AS","AS","","Utleie av egen eller leid fast eiendom","","6450","HJELSET","","","0"
"945712570","ESMAU HOLDING AS","AS","","Uoppgitt","c/o Unn Vorpenes Fjellskaret 7A","6416","MOLDE","","","1"
"922076863","ESPEN HAMRE INVEST AS","AS","","Utleie av egen eller leid fast eiendom","C/O Espen Hamre Årølivegen 7","6421","MOLDE","","","0"
"925570435","ESPEN RØD LANGSET BYGG&TJENESTER","ENK","","Oppføring av bygninger","Kvernbergråket 8","6460","EIDSVÅG I ROMSDAL","","","0"
"912514986","ESPEN SILSETH AS","AS","","Andre egeninvesteringsselskaper","Vejlevegen 23A","6415","MOLDE","","","0"
"989133306","ESS AS","AS","","Uoppgitt","Grandfjæra 20","6415","MOLDE","","","0"
"912191311","ETF HOLDING AS","AS","","Utleie av egen eller leid fast eiendom","Bregnelia 9","6429","MOLDE","","","0"
"927025868","EUKO INVEST AS","AS","","Utleie av egen eller leid fast eiendom","c/o Jorunn Rekdal Thiisløypa 1","6414","MOLDE","","","0"
"999572138","EUN BERIT AUNE","ENK","","Skjønnhetspleie","Grasskaret 4A","6429","MOLDE","","","1"
"998686547","EVA SPIRDAL-JACOBSEN","ENK","","Annen undervisning innenfor kultur","Kringsjåvegen 12","6414","MOLDE","71 21 85 18","","0"
"936697917","EVB HOLDING AS","AS","","Uoppgitt","Bjønnan 66","6410","MOLDE","","","1"
"937399049","EVENSEN MEDIA","ENK","","Pr og kommunikasjonstjenester","Anevegen 2F","6410","MOLDE","","","1"
"936787959","EVOA AS","AS","","Industri-, produkt- og motedesignvirksomhet","Årømyran 31D","6421","MOLDE","","","1"
"837388732","EWELINA OSTROWSKA NUTRITION & LIFESTYLE","ENK","","Forebyggende helsearbeid","Olivinvegen 19","6475","MIDSUND","","","1"
"932994577","EXOR AS","AS","","Detaljhandel med motorvogner","Fuglsetbakken 45","6416","MOLDE","","","1"
"914071178","EXPO EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Storgata 9","6413","MOLDE","","","1"
"935771129","EXPO-TRADING AS","AS","","Agenturhandel med spesialisert vareutvalg ellers","Sollivegen 30B","6414","MOLDE","","","1"
"933243893","EXPORT BIL HONCHARENKO","ENK","","Detaljhandel med motorvogner","Jakob Bjørnås veg 9","6416","MOLDE","","","1"
"925005347","EXPRESS PIZZA OG GRILL TAHA","ENK","13","Drift av restauranter","Adjunkt Dørums gate 34","6413","MOLDE","","","1"
"916947348","EXTRA UTLEIE AS","AS","","Grunnarbeid","Øvervegen 108","6460","EIDSVÅG I ROMSDAL","","","1"
"930754269","EYA AS","AS","","Uoppgitt","Lyngvegen 32","6429","MOLDE","","","0"
"928458121","EYAR AS","AS","","Uoppgitt","Julsundvegen 728","6411","MOLDE","","","0"
"930075833","F CAP AS","AS","","Uoppgitt","Hagaplassen 43","6422","MOLDE","","","0"
"935485797","F. TOLAAS","ENK","","Grunnarbeid","Borvikvegen 3","6456","SKÅLA","","","1"
"989074431","FAB HOLDING AS","AS","","Bedriftsrådgivning og annen administrativ rådgivning","Torleifvegen 11","6416","MOLDE","","","0"
"947171186","FABRIKKVEIEN 13 AS","AS","","Utleie av egen eller leid fast eiendom","Grandfjæra 22C","6415","MOLDE","71 25 94 10","","1"
"988223344","FAFE AS","AS","","Utleie av egen eller leid fast eiendom","Havnealleen 6","6364","VISTDAL","","www.fafe.no","1"
"917963673","FAGBLIKK AS","AS","14","Ventilasjonsarbeid","Enenvegen 2A","6416","MOLDE","","","1"
"925994618","FAGERHAUGEN VEKST BRAKSTAD","ENK","","Dyrking av kjernefrukter og steinfrukter","Øvervegen 411","6460","EIDSVÅG I ROMSDAL","","","1"
"827173002","FAK AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 53","6415","MOLDE","","","1"
"921799500","FAK HOLDING AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 53","6415","MOLDE","","","0"
"912225399","FALDET 3D SCAN DESIGN","ENK","","Industri-, produkt- og motedesignvirksomhet","Magerøyvegen 101","6475","MIDSUND","","","1"
"934662024","FALDET SJØLBERGING","ENK","","Fiske og fangst i sjø","Magerøyvegen 101","6475","MIDSUND","","","1"
"991439935","FALK TRAFIKKSKOLE","ENK","","Utleie og leasing av biler og andre lette motorvogner","Astrupvegen 1","6419","MOLDE","","","1"
"932395967","FALK TRAFIKKSKOLE AS","AS","5","Undervisning ved godkjente trafikkskoler","Astrupvegen 1","6419","MOLDE","","","1"
"924915935","FAMILIEN HEGGDAL AS","AS","","Uoppgitt","Holvegen 8","6414","MOLDE","","","0"
"935046440","FANGHOL DRIFT","ENK","","Kombinerte tjenester tilknyttet eiendomsdrift","Fuglsetbakken 45","6416","MOLDE","","","1"
"966993286","FANNE EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 55","6415","MOLDE","","","1"
"982832551","FANNEFJORD AS","AS","","Bedriftsrådgivning og annen administrativ rådgivning","Hestehagen 6","6421","MOLDE","","","0"
"919777281","FANNESTRANDSVEIEN 71 AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 71","6416","MOLDE","","","1"
"997801970","FANNESTRANDSVEIEN 85 EIENDOM AS","AS","","Eiendomsforvaltning på oppdrag","Fannestrandvegen 85","6416","MOLDE","","","1"
"990149194","FANNESTRANDVEGEN 126 AS","AS","","Utleie av egen eller leid fast eiendom","Storgata 9","6413","MOLDE","","","1"
"921648766","FANNESTRANDVEGEN 146 AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 146","6419","MOLDE","","","1"
"926476149","FANNESTRANDVEGEN 49B AS","AS","5","Detaljhandel med innredningsartikler ikke nevnt annet sted","Fannestrandvegen 49B","6415","MOLDE","","","1"
"921954743","FANNESTRANDVEGEN 53 MOLDE AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 53","6415","MOLDE","","","1"
"920806805","FANNESTRANDVEGEN 64 MOLDE AS","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 64","6416","MOLDE","","","1"
"926514776","FARGEPANORAMA AS","AS","6","Detaljhandel med jernvarer, byggevarer, fargevarer og glass","Verftsgata 10","6416","MOLDE","","","1"
"992938315","FARMEN FRILUFTSBARNEHAGE AS","AS","12","Førskoleundervisning og drift av barnehager","Eidsøra","6460","EIDSVÅG I ROMSDAL","","","1"
"982508576","FARSTAD INVEST AS","AS","","Detaljhandel med motorvogner","Storgata 9","6413","MOLDE","","","1"
"918434070","FARSTADS MOTORSERVICE AS","AS","","Engroshandel med maskiner og utstyr ellers","Øvre veg 25","6415","MOLDE","","","1"
"984200218","FASADEPRODUKTER EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Årøsetervegen 10","6422","MOLDE","71 21 20 40","www.fasadeprodukter.no","1"
"926605739","FELICIAS SMØRDAL","ENK","","Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg","Nothusmarka 44","6457","BOLSØYA","","","1"
"989740539","FELTBIOLOGEN GRØNNINGSÆTER","ENK","","Fotografvirksomhet","Øverbøen 26","6411","MOLDE","95 25 77 10","","1"
"932838214","FEMINA FRØYDIS ORTEN STOKKE","ENK","","Skjønnhetspleie","Gideonvegen 10H","6412","MOLDE","","","1"
"916911483","FERNANDO G. SVENØY","ENK","","Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk","Opdølvegen 89","6450","HJELSET","","","1"
"980379361","FERRO- AS","AS","5","Bearbeiding av metaller","Gammelseterlia 15A","6422","MOLDE","71 21 68 11","","1"
"985290644","FERSKVANNSBIOLOGEN Leif Magnus Sættem","ENK","","Teknisk prøving og analyse","Vestre Plassveg 4","6415","MOLDE","71 21 61 45","","1"
"927817373","FFF INVEST AS","AS","","Uoppgitt","Hamnegata 35","6413","MOLDE","","","0"
"816135362","FH HOLDING 2 AS","AS","","Utleie av egen eller leid fast eiendom","Kristianplassen 24","6410","MOLDE","","","1"
"923075755","FHR EIENDOM AS","AS","","Snekkerarbeid","Innsidevegen 980","6475","MIDSUND","","","1"
"937245556","FIKS & CO AS","AS","","Uoppgitt","Sivertvegen 10","6414","MOLDE","","","1"
"823837402","FIKSDAL JORDMORVIKAR","ENK","","Andre helsetjenester ellers","Heramb-Aamots veg 43","6414","MOLDE","","","0"
